id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
26602,L53730,L,-36.0,310.7,90.0,1516.0,46.0,,Não,FALSE,FALSE,Não,FALSE,não
26603,L52887,L,302.3,311.7,90.0,1556.0,36.8,137.0,Não,FALSE,FALSE,Não,FALSE,Não
26604,L49076,L,297.8,307.4,90.0,-161.0,40.9,156.0,Não,FALSE,FALSE,não,FALSE,Não
26605,L54365,L,300.3,310.4,90.0,1486.0,38.6,198.0,Não,FALSE,FALSE,Não,FALSE,não
26606,H33243,H,-36.0,310.8,90.0,1451.0,45.8,126.0,não,FALSE,FALSE,Não,FALSE,não
26607,L55780,L,297.5,308.7,90.0,1574.0,33.3,114.0,não,FALSE,FALSE,não,FALSE,Não
26608,L49878,L,300.0,-38.0,90.0,1428.0,47.8,97.0,Não,FALSE,FALSE,Não,FALSE,Não
26609,L54658,L,300.1,311.4,90.0,1331.0,60.6,133.0,não,FALSE,FALSE,Não,FALSE,Não
26610,M22654,M,300.5,311.8,90.0,-161.0,55.8,12.0,Não,FALSE,FALSE,Não,FALSE,não
26611,L53815,L,301.5,310.4,90.0,1371.0,45.2,119.0,não,FALSE,FALSE,Não,FALSE,Não
26612,L57070,L,-36.0,309.5,90.0,1430.0,45.6,157.0,não,FALSE,FALSE,não,FALSE,Não
26613,L52252,L,304.1,313.0,90.0,1408.0,45.3,5.0,não,FALSE,FALSE,não,FALSE,Não
26614,L51733,L,302.6,-38.0,90.0,1616.0,33.0,0.0,não,FALSE,FALSE,não,FALSE,Não
26615,L47726,L,297.5,309.4,90.0,1809.0,24.3,-202.0,não,FALSE,FALSE,Não,FALSE,não
26616,L54275,L,300.6,310.1,90.0,1381.0,49.9,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
26617,L49689,L,299.0,308.9,90.0,1511.0,46.2,16.0,Não,FALSE,FALSE,Não,FALSE,Não
26618,L54250,L,300.7,-38.0,90.0,-161.0,44.2,196.0,não,FALSE,FALSE,Não,FALSE,não
26619,L53525,L,300.2,-38.0,90.0,1487.0,42.7,13.0,Não,FALSE,FALSE,Não,FALSE,Não
26620,L51987,L,303.6,312.5,90.0,-161.0,56.1,191.0,Não,FALSE,FALSE,Não,FALSE,não
26621,M18537,M,302.3,311.7,90.0,1430.0,49.6,165.0,Não,FALSE,FALSE,não,FALSE,não
26622,M16844,M,298.0,307.5,90.0,1387.0,45.6,127.0,Não,FALSE,FALSE,Não,FALSE,não
26623,L55232,L,300.4,311.9,90.0,1403.0,47.2,54.0,não,FALSE,FALSE,Não,FALSE,Não
26624,M15016,M,297.1,307.9,90.0,1330.0,49.8,186.0,não,FALSE,FALSE,não,FALSE,Não
26625,M18247,M,301.5,310.6,90.0,1376.0,47.3,-202.0,não,FALSE,FALSE,não,FALSE,Não
26626,M21937,M,300.8,-38.0,90.0,1594.0,35.1,171.0,Não,FALSE,FALSE,Não,FALSE,Não
26627,L54349,L,300.3,310.2,90.0,1376.0,52.1,2.0,Não,FALSE,FALSE,Não,FALSE,Não
26628,H37799,H,298.8,309.7,90.0,1563.0,42.4,192.0,Não,FALSE,FALSE,Não,FALSE,Não
26629,L49624,L,299.3,308.6,90.0,1402.0,50.1,78.0,Não,FALSE,FALSE,Não,FALSE,Não
26630,L50669,L,301.9,310.9,90.0,1233.0,67.5,114.0,Não,FALSE,FALSE,Não,FALSE,Não
26631,L52977,L,,311.0,90.0,1431.0,42.6,137.0,Não,FALSE,FALSE,N,FALSE,Não
26632,M18598,M,302.3,-38.0,90.0,1573.0,34.9,129.0,não,FALSE,FALSE,Não,FALSE,Não
26633,H32205,H,300.4,309.5,90.0,1665.0,32.3,68.0,Não,FALSE,FALSE,Não,FALSE,Não
26634,M23009,M,299.6,310.8,90.0,1479.0,50.4,98.0,Não,FALSE,FALSE,Não,FALSE,não
26635,L50408,L,300.5,309.4,90.0,1547.0,44.1,94.0,Não,FALSE,FALSE,Não,FALSE,Não
26636,L48402,L,297.0,-38.0,90.0,1473.0,46.2,137.0,Não,FALSE,FALSE,não,FALSE,Não
26637,L51645,L,302.8,310.7,90.0,-161.0,40.5,2.0,Não,0,0,Não,FALSE,0
26638,L55275,L,300.3,311.7,90.0,1478.0,41.3,167.0,não,FALSE,FALSE,Não,FALSE,não
26639,L54206,L,300.7,310.6,90.0,1471.0,39.6,106.0,Não,FALSE,FALSE,Não,FALSE,não
26640,L48894,L,298.2,307.8,90.0,1388.0,34.5,76.0,não,FALSE,FALSE,Não,FALSE,não
26641,L49079,L,297.8,307.5,90.0,1492.0,40.0,159.0,Não,FALSE,FALSE,Não,FALSE,não
26642,L56302,L,297.3,-38.0,90.0,1580.0,44.9,66.0,não,FALSE,FALSE,Não,FALSE,não
26643,L54963,L,300.4,311.5,90.0,1545.0,32.4,-202.0,Não,FALSE,FALSE,Não,FALSE,não
26644,M24475,M,299.0,310.0,90.0,1564.0,39.9,97.0,não,FALSE,FALSE,Não,FALSE,Não
26645,M24337,M,298.8,309.6,90.0,1365.0,53.4,170.0,Não,FALSE,FALSE,Não,FALSE,Não
26646,M15873,M,296.2,307.2,90.0,1413.0,40.6,59.0,Não,N,FALSE,não,FALSE,não
26647,L47476,L,-36.0,308.1,90.0,1412.0,48.8,68.0,não,FALSE,FALSE,não,FALSE,não
26648,L50285,L,299.8,309.1,90.0,1774.0,26.2,205.0,não,FALSE,FALSE,N,FALSE,não
26649,L53960,L,301.3,310.9,90.0,1467.0,40.7,5.0,Não,FALSE,FALSE,não,FALSE,Não
26650,L53140,L,300.5,310.7,90.0,1339.0,52.5,121.0,não,FALSE,FALSE,não,FALSE,Não
26651,L52557,L,302.9,,90.0,1642.0,30.0,192.0,não,FALSE,FALSE,Não,FALSE,Não
26652,L55134,L,301.0,311.9,90.0,1547.0,41.9,33.0,Não,FALSE,FALSE,Não,FALSE,Não
26653,L55779,L,297.6,308.4,90.0,1460.0,40.3,94.0,não,FALSE,FALSE,Não,FALSE,Não
26654,L51094,L,302.5,,90.0,1495.0,36.2,131.0,Não,FALSE,FALSE,Não,FALSE,Não
26655,L53764,L,301.5,310.6,90.0,1578.0,31.6,203.0,Não,FALSE,FALSE,Não,FALSE,não
26656,M24776,M,298.5,308.8,90.0,1480.0,42.0,18.0,Não,FALSE,FALSE,Não,FALSE,Não
26657,M15737,M,295.7,306.4,90.0,-161.0,38.2,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
26658,L56160,L,297.2,307.9,90.0,1400.0,,202.0,Não,FALSE,FALSE,Não,FALSE,Não
26659,L49134,L,297.8,307.8,90.0,1426.0,47.9,13.0,Não,FALSE,FALSE,Não,FALSE,não
26660,L47262,L,298.9,308.9,90.0,1448.0,43.9,11.0,não,FALSE,FALSE,Não,FALSE,não
26661,L52566,L,302.7,312.1,90.0,1449.0,50.0,214.0,não,FALSE,FALSE,não,FALSE,não
26662,M23895,M,297.3,308.2,90.0,1731.0,27.7,45.0,N,FALSE,FALSE,Não,FALSE,não
26663,M18906,M,301.9,310.6,90.0,-161.0,,26.0,Não,FALSE,FALSE,Não,FALSE,Não
26664,L55232,L,300.2,311.5,90.0,1421.0,44.5,56.0,Não,FALSE,FALSE,Não,FALSE,Não
26665,M15766,M,295.6,306.1,90.0,1450.0,43.3,68.0,não,FALSE,FALSE,Não,FALSE,Não
26666,L52983,L,301.5,310.9,90.0,1588.0,35.3,170.0,Não,FALSE,0,Não,FALSE,não
26667,L50579,L,301.4,310.6,90.0,1403.0,39.4,94.0,Não,FALSE,FALSE,Não,FALSE,Não
26668,L55454,L,-36.0,310.6,90.0,1620.0,33.0,17.0,Não,FALSE,FALSE,não,FALSE,Não
26669,M15011,M,298.3,308.1,90.0,1463.0,40.6,23.0,Não,FALSE,FALSE,Não,FALSE,não
26670,L50607,L,301.6,310.6,90.0,1562.0,34.4,127.0,N,FALSE,FALSE,não,FALSE,não
26671,L52041,L,303.5,312.3,90.0,1427.0,45.7,105.0,não,FALSE,FALSE,não,FALSE,não
26672,L54921,L,300.5,312.0,90.0,1378.0,54.5,153.0,Não,FALSE,FALSE,Não,FALSE,Não
26673,M23647,M,297.5,308.5,90.0,1573.0,34.8,94.0,Não,FALSE,FALSE,Não,FALSE,Não
26674,L55679,L,298.3,309.4,90.0,1655.0,30.2,146.0,Não,FALSE,FALSE,Não,FALSE,não
26675,L56984,L,298.4,309.1,90.0,1467.0,42.5,192.0,0,FALSE,FALSE,não,FALSE,Não
26676,L54047,L,-36.0,311.3,90.0,1641.0,29.5,168.0,não,FALSE,FALSE,Não,FALSE,Não
26677,L55952,L,297.5,308.6,90.0,1664.0,28.9,155.0,N,FALSE,FALSE,não,FALSE,Não
26678,M22928,M,,311.9,90.0,1505.0,41.2,97.0,Não,FALSE,FALSE,Não,FALSE,Não
26679,M23979,M,297.4,308.4,90.0,1575.0,42.8,59.0,Não,FALSE,FALSE,0,FALSE,Não
26680,L56528,L,298.2,308.7,90.0,1362.0,49.1,26.0,não,FALSE,FALSE,não,FALSE,Não
26681,L55320,L,299.6,310.9,90.0,1472.0,28.0,76.0,Não,FALSE,FALSE,não,FALSE,Não
26682,H33240,H,302.2,310.9,90.0,1623.0,31.3,119.0,não,FALSE,FALSE,Não,FALSE,Não
26683,L47887,L,296.9,307.8,90.0,1547.0,33.5,120.0,não,FALSE,FALSE,Não,FALSE,Não
26684,L55476,L,297.4,307.9,90.0,1463.0,45.5,165.0,Não,FALSE,FALSE,Não,FALSE,Não
26685,M16543,M,297.9,-38.0,90.0,1663.0,28.8,0.0,Não,FALSE,FALSE,não,FALSE,não
26686,M18133,M,301.3,310.1,90.0,1565.0,32.1,137.0,não,FALSE,FALSE,não,FALSE,Não
26687,L48544,L,298.7,310.4,90.0,1653.0,28.3,74.0,Não,FALSE,FALSE,Não,FALSE,Não
26688,L53526,L,300.2,-38.0,90.0,1629.0,36.9,79.0,Não,FALSE,FALSE,não,FALSE,Não
26689,L47647,L,297.2,308.5,90.0,1445.0,42.0,181.0,Não,FALSE,FALSE,Não,FALSE,não
26690,L52162,L,303.8,313.1,90.0,1573.0,33.3,209.0,Não,0,0,Não,FALSE,Não
26691,L47203,L,299.0,309.4,90.0,1713.0,31.8,-202.0,não,FALSE,0,Não,FALSE,Não
26692,L54139,L,300.4,309.7,90.0,1559.0,34.6,141.0,Não,FALSE,FALSE,Não,FALSE,Não
26693,L49264,L,299.7,309.3,90.0,1329.0,57.9,94.0,Não,0,FALSE,não,FALSE,não
26694,L48328,L,-36.0,-38.0,90.0,1530.0,37.5,162.0,não,FALSE,FALSE,Não,FALSE,não
26695,L56291,L,297.3,308.7,90.0,1517.0,39.7,7.0,Não,N,FALSE,Não,FALSE,Não
26696,M23225,M,,309.8,90.0,1698.0,29.0,13.0,Não,FALSE,FALSE,não,FALSE,Não
26697,L48646,L,298.7,309.8,90.0,1365.0,24.7,111.0,Não,FALSE,FALSE,não,FALSE,Não
26698,L49860,L,299.9,309.3,90.0,-161.0,33.5,12.0,não,FALSE,FALSE,Não,FALSE,-
26699,L54536,L,299.6,310.1,90.0,1487.0,41.4,0.0,Não,FALSE,FALSE,Não,FALSE,Não
26700,H38726,H,298.6,309.1,90.0,-161.0,35.7,-202.0,Não,FALSE,FALSE,não,FALSE,não
26701,M16405,M,298.4,308.4,90.0,1534.0,37.9,0.0,Não,FALSE,FALSE,Não,FALSE,Não
26702,M23042,M,299.7,311.1,90.0,1649.0,35.7,110.0,Não,FALSE,nao,Não,FALSE,Não
26703,L51667,L,-36.0,310.5,90.0,1528.0,36.5,40.0,Não,FALSE,FALSE,Não,FALSE,Não
26704,L56413,L,298.3,-38.0,90.0,1553.0,37.5,2.0,Não,FALSE,FALSE,Não,FALSE,não
26705,M18441,M,301.8,310.6,90.0,-161.0,40.2,128.0,Não,FALSE,FALSE,Não,FALSE,não
26706,M20861,M,300.4,310.2,90.0,1642.0,28.1,5.0,Não,FALSE,FALSE,Não,FALSE,Não
26707,L51410,L,302.2,-38.0,90.0,-161.0,30.0,52.0,não,FALSE,FALSE,não,FALSE,Não
26708,H37108,H,300.2,311.6,90.0,,30.3,-202.0,Não,0,FALSE,Não,FALSE,Não
26709,L50342,L,300.5,309.8,90.0,1480.0,40.0,148.0,Não,FALSE,FALSE,Não,FALSE,Não
26710,M16484,M,297.6,307.9,90.0,1472.0,49.8,63.0,Não,FALSE,FALSE,0,FALSE,Não
26711,H32279,H,300.5,309.4,90.0,1471.0,40.7,91.0,Não,FALSE,FALSE,Não,FALSE,Não
26712,L49748,L,299.6,309.2,90.0,1627.0,33.3,98.0,Não,FALSE,FALSE,N,FALSE,Não
26713,L54248,L,-36.0,310.4,90.0,1676.0,32.7,173.0,Não,FALSE,FALSE,não,FALSE,Não
26714,L56924,L,298.9,309.8,90.0,-161.0,47.7,196.0,não,FALSE,FALSE,Não,FALSE,Não
26715,H38354,H,297.4,-38.0,90.0,1491.0,42.5,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
26716,L51601,L,302.6,310.2,90.0,1351.0,52.1,94.0,Não,FALSE,FALSE,não,FALSE,não
26717,L56275,L,297.3,308.1,90.0,1642.0,32.2,202.0,não,FALSE,FALSE,Não,FALSE,Não
26718,L49383,L,299.6,309.1,90.0,1596.0,36.2,2.0,Não,FALSE,FALSE,Não,FALSE,Não
26719,L54955,L,300.2,311.6,90.0,1488.0,41.0,78.0,Não,FALSE,0,Não,FALSE,Não
26720,L53777,L,301.5,310.6,90.0,1481.0,45.9,-202.0,não,FALSE,nao,Não,FALSE,Não
26721,L54845,L,300.4,311.7,90.0,1427.0,43.5,155.0,não,FALSE,nao,Não,FALSE,Não
26722,M18114,M,301.0,309.7,90.0,-161.0,44.9,162.0,Não,N,FALSE,Não,FALSE,Não
26723,L53419,L,301.2,310.7,90.0,1560.0,,166.0,Não,FALSE,FALSE,Não,FALSE,não
26724,L55679,L,298.4,309.6,90.0,1693.0,28.3,104.0,Não,FALSE,FALSE,Não,FALSE,Não
26725,M22532,M,300.8,311.7,90.0,1495.0,36.2,203.0,N,FALSE,FALSE,não,FALSE,Não
26726,M23200,M,298.8,309.9,90.0,1452.0,48.1,92.0,não,FALSE,FALSE,Não,FALSE,Não
26727,M23560,M,297.5,308.4,90.0,-161.0,32.3,181.0,Não,FALSE,FALSE,Não,FALSE,Não
26728,L47183,L,298.2,308.6,90.0,1429.0,46.5,,Não,FALSE,FALSE,não,FALSE,Não
26729,L50596,L,-36.0,310.5,90.0,1460.0,41.8,135.0,não,0,FALSE,Não,FALSE,Não
26730,L52882,L,-36.0,311.7,90.0,1544.0,29.6,150.0,Não,FALSE,FALSE,Não,FALSE,Não
26731,L47655,L,,-38.0,90.0,1420.0,41.1,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
26732,L48420,L,297.3,308.3,90.0,1439.0,47.6,181.0,Não,FALSE,FALSE,Não,FALSE,Não
26733,H37496,H,300.3,-38.0,90.0,1402.0,46.2,134.0,não,FALSE,FALSE,Não,FALSE,0
26734,L48859,L,298.0,307.5,90.0,-161.0,27.9,9.0,Não,FALSE,FALSE,Não,FALSE,não
26735,L54469,L,300.4,310.6,90.0,1433.0,53.8,166.0,não,FALSE,FALSE,Não,FALSE,não
26736,L50511,L,301.4,310.7,90.0,1607.0,33.5,119.0,não,FALSE,FALSE,Não,FALSE,0
26737,L53528,L,300.2,309.8,90.0,1557.0,38.3,9.0,não,FALSE,FALSE,Não,FALSE,Não
26738,M23798,M,297.4,308.4,90.0,1702.0,28.1,-202.0,não,FALSE,FALSE,Não,FALSE,Não
26739,L56740,L,299.6,310.9,90.0,1573.0,42.5,-202.0,Não,FALSE,FALSE,não,FALSE,Não
26740,L53907,L,301.3,310.8,90.0,1458.0,41.8,-202.0,Não,FALSE,FALSE,não,FALSE,Não
26741,M18767,M,302.3,311.2,90.0,1702.0,,96.0,Não,N,FALSE,não,FALSE,Não
26742,L56058,L,298.1,308.9,90.0,1445.0,58.2,,Não,FALSE,FALSE,0,FALSE,Não
26743,L50628,L,301.6,310.6,90.0,-161.0,41.4,218.0,não,FALSE,FALSE,Não,FALSE,Não
26744,L50381,L,300.2,309.1,90.0,1540.0,47.0,32.0,não,FALSE,FALSE,Não,FALSE,Não
26745,L49403,L,299.7,309.0,90.0,1434.0,48.4,98.0,Não,FALSE,FALSE,0,FALSE,não
26746,L55232,L,300.5,311.9,90.0,1622.0,37.7,13.0,não,FALSE,nao,não,FALSE,Não
26747,L50041,L,300.7,309.5,90.0,1667.0,32.5,240.0,Não,FALSE,FALSE,Não,FALSE,não
26748,L53024,L,301.4,-38.0,90.0,1445.0,40.4,41.0,Não,FALSE,FALSE,Não,FALSE,Não
26749,L52998,L,301.2,-38.0,90.0,-161.0,54.3,0.0,Não,FALSE,FALSE,Não,FALSE,não
26750,L48007,L,296.5,307.4,90.0,,60.0,122.0,não,FALSE,FALSE,Não,FALSE,não
26751,M23686,M,297.2,-38.0,90.0,-161.0,40.3,196.0,não,FALSE,FALSE,Não,FALSE,Não
26752,M24321,M,298.4,309.2,90.0,1314.0,55.6,96.0,Não,FALSE,FALSE,não,FALSE,não
26753,L51375,L,302.5,311.0,90.0,1548.0,,-202.0,Não,FALSE,FALSE,não,FALSE,não
26754,M17086,M,299.7,-38.0,90.0,1557.0,31.4,203.0,Não,FALSE,FALSE,Não,FALSE,Não
26755,H31567,H,-36.0,308.8,90.0,1556.0,37.6,191.0,Não,FALSE,FALSE,Não,FALSE,Não
26756,L51200,L,302.0,311.0,90.0,1412.0,49.5,196.0,Não,FALSE,FALSE,Não,FALSE,Não
26757,L48868,L,297.9,307.4,90.0,1406.0,46.6,14.0,não,FALSE,FALSE,0,FALSE,não
26758,L52166,L,303.7,312.9,90.0,1597.0,40.5,107.0,Não,FALSE,FALSE,não,FALSE,não
26759,M24437,M,299.5,310.7,90.0,1520.0,38.5,0.0,Não,FALSE,FALSE,Não,FALSE,não
26760,L54492,L,300.2,310.4,90.0,1547.0,32.2,73.0,não,FALSE,FALSE,Não,FALSE,Não
26761,L54047,L,301.0,311.3,90.0,-161.0,50.5,60.0,Não,N,FALSE,Não,FALSE,Não
26762,L54253,L,300.7,310.6,90.0,,47.6,187.0,N,FALSE,FALSE,não,FALSE,não
26763,L47262,L,298.9,308.9,90.0,-161.0,45.6,0.0,não,FALSE,FALSE,Não,FALSE,não
26764,L49349,L,299.5,309.0,90.0,1553.0,31.8,8.0,Não,FALSE,FALSE,Não,FALSE,Não
26765,L50608,L,301.6,310.6,90.0,1377.0,49.8,0.0,Não,FALSE,FALSE,Não,FALSE,Não
26766,L55970,L,297.4,308.5,90.0,1375.0,46.9,,Não,0,FALSE,Não,FALSE,não
26767,L53027,L,301.4,311.3,90.0,1725.0,28.4,48.0,Não,FALSE,FALSE,Não,FALSE,Não
26768,L50502,L,301.5,310.5,90.0,1639.0,32.8,15.0,não,FALSE,FALSE,não,FALSE,não
26769,L56008,L,297.3,308.7,90.0,1384.0,50.6,148.0,não,FALSE,FALSE,não,FALSE,não
26770,L52314,L,304.2,313.4,90.0,1546.0,39.0,186.0,não,FALSE,FALSE,não,FALSE,Não
26771,H33377,H,302.3,311.4,90.0,1395.0,51.7,205.0,0,FALSE,FALSE,não,FALSE,Não
26772,L47765,L,297.4,309.0,90.0,1497.0,42.5,-202.0,Não,FALSE,FALSE,Não,FALSE,0
26773,L47783,L,-36.0,309.8,90.0,1543.0,33.8,31.0,não,FALSE,FALSE,Não,FALSE,Não
26774,M16215,M,298.6,310.2,90.0,-161.0,45.2,44.0,não,FALSE,FALSE,não,FALSE,não
26775,L53450,L,301.1,310.8,90.0,1521.0,33.1,30.0,Não,FALSE,FALSE,Não,FALSE,Não
26776,L54341,L,-36.0,310.2,90.0,1440.0,43.9,2.0,não,FALSE,FALSE,Não,FALSE,Não
26777,L56714,L,299.3,-38.0,90.0,-161.0,43.9,97.0,não,FALSE,FALSE,Não,FALSE,Não
26778,L50247,L,300.1,309.2,90.0,1556.0,39.4,101.0,Não,N,FALSE,Não,FALSE,Não
26779,M23965,M,297.3,308.3,90.0,1677.0,34.9,26.0,não,FALSE,FALSE,Não,FALSE,não
26780,L52375,L,,313.8,90.0,1651.0,36.8,140.0,não,FALSE,FALSE,Não,FALSE,Não
26781,L49071,L,297.8,307.4,90.0,1447.0,47.4,-202.0,não,FALSE,FALSE,Não,FALSE,não
26782,L53862,L,301.5,310.8,90.0,1524.0,42.4,114.0,não,FALSE,FALSE,não,FALSE,Não
26783,L48470,L,298.6,309.7,90.0,1429.0,39.4,113.0,não,FALSE,FALSE,Não,FALSE,Não
26784,M21756,M,301.0,311.6,90.0,1454.0,40.0,139.0,Não,FALSE,FALSE,Não,FALSE,não
26785,L48636,L,299.0,-38.0,90.0,1501.0,43.0,92.0,Não,FALSE,FALSE,não,FALSE,Não
26786,H38229,H,-36.0,308.5,90.0,1366.0,46.7,174.0,Não,FALSE,FALSE,Não,FALSE,não
26787,L47472,L,298.1,308.4,90.0,1335.0,40.2,114.0,não,FALSE,FALSE,Não,FALSE,Não
26788,L51327,L,301.9,-38.0,90.0,1649.0,31.7,63.0,não,FALSE,FALSE,Não,FALSE,não
26789,L49759,L,299.3,309.1,90.0,1471.0,47.8,187.0,Sim,FALSE,FALSE,Não,TRUE,Não
26790,L50646,L,301.7,310.6,90.0,1697.0,28.9,47.0,Não,FALSE,FALSE,Não,FALSE,não
26791,L55207,L,300.1,311.9,90.0,-161.0,51.3,224.0,Não,FALSE,FALSE,não,FALSE,Não
26792,L49414,L,299.3,308.6,90.0,1473.0,42.3,-202.0,não,FALSE,FALSE,não,FALSE,não
26793,L54925,L,-36.0,311.7,90.0,1460.0,39.6,79.0,Não,FALSE,FALSE,0,FALSE,Não
26794,L48964,L,298.3,308.0,90.0,1850.0,26.8,55.0,Não,FALSE,FALSE,N,FALSE,Não
26795,M23276,M,298.9,310.1,90.0,1831.0,23.2,147.0,não,FALSE,FALSE,não,FALSE,Não
26796,L56451,L,298.2,308.8,90.0,1991.0,20.5,-202.0,Não,FALSE,FALSE,0,FALSE,Não
26797,L50099,L,300.6,309.6,90.0,-161.0,50.0,147.0,não,FALSE,FALSE,Não,FALSE,Não
26798,L54789,L,300.5,311.4,90.0,1490.0,37.4,39.0,Não,FALSE,FALSE,Não,FALSE,Não
26799,M17053,M,299.2,-38.0,90.0,1448.0,37.0,137.0,Não,FALSE,FALSE,Não,FALSE,não
26800,M18795,M,302.6,311.6,90.0,-161.0,32.3,187.0,Não,FALSE,FALSE,Não,FALSE,Não
26801,M20184,M,303.6,312.7,90.0,1350.0,57.0,37.0,Não,FALSE,FALSE,Não,FALSE,Não
26802,L56258,L,297.3,308.1,90.0,-161.0,47.7,8.0,Não,FALSE,FALSE,Não,FALSE,Não
26803,L50661,L,302.0,310.9,90.0,1515.0,38.8,81.0,não,FALSE,FALSE,não,FALSE,não
26804,M19751,M,-36.0,312.3,90.0,-161.0,32.3,2.0,não,FALSE,0,não,FALSE,não
26805,L49762,L,299.2,309.0,90.0,-161.0,39.1,193.0,Não,FALSE,FALSE,Não,FALSE,não
26806,L51655,L,302.7,310.5,90.0,1553.0,41.8,10.0,não,FALSE,FALSE,Não,FALSE,0
26807,L56425,L,-36.0,308.9,90.0,1608.0,31.3,109.0,Não,N,FALSE,Não,FALSE,Não
26808,L52221,L,304.1,313.2,90.0,1599.0,34.8,148.0,Não,-,0,Não,FALSE,Não
26809,L55886,L,297.2,308.6,90.0,1523.0,53.0,,não,FALSE,FALSE,Não,FALSE,Não
26810,L50812,L,302.2,311.2,90.0,1634.0,37.9,102.0,Não,FALSE,FALSE,não,FALSE,Não
26811,H35475,H,300.8,310.8,90.0,1462.0,49.2,45.0,não,FALSE,FALSE,Não,FALSE,Não
26812,L56151,L,297.1,307.8,90.0,1446.0,49.9,155.0,Não,FALSE,FALSE,não,FALSE,não
26813,M17183,M,299.2,308.7,90.0,-161.0,47.2,198.0,Não,FALSE,FALSE,0,FALSE,Não
26814,L52884,L,302.4,311.8,90.0,,32.5,137.0,não,FALSE,FALSE,Não,FALSE,Não
26815,L53659,L,300.6,310.0,90.0,1419.0,49.0,101.0,Não,FALSE,FALSE,Não,FALSE,Não
26816,L55081,L,300.8,312.4,90.0,1365.0,32.4,,Não,FALSE,FALSE,Não,FALSE,não
26817,L49999,L,300.2,309.5,90.0,-161.0,40.8,127.0,Não,FALSE,FALSE,Não,FALSE,0
26818,L53305,L,300.9,310.9,90.0,1536.0,20.2,188.0,não,FALSE,FALSE,não,FALSE,não
26819,L56369,L,297.9,309.1,90.0,1595.0,32.0,7.0,Não,FALSE,FALSE,Não,FALSE,não
26820,L47371,L,298.2,308.4,90.0,1391.0,46.6,144.0,não,FALSE,FALSE,Não,FALSE,Não
26821,M21456,M,301.5,310.6,90.0,1454.0,39.4,2.0,não,FALSE,FALSE,Não,FALSE,Não
26822,L48797,L,297.8,307.8,90.0,1479.0,34.3,156.0,não,FALSE,FALSE,N,FALSE,Não
26823,M19382,M,302.5,-38.0,90.0,1657.0,28.5,161.0,Não,FALSE,FALSE,Não,FALSE,Não
26824,M19416,M,302.7,310.6,90.0,1517.0,41.5,197.0,Não,FALSE,FALSE,Não,FALSE,Não
26825,M20188,M,303.5,-38.0,90.0,1406.0,41.9,48.0,não,N,FALSE,N,FALSE,Não
26826,L55257,L,300.3,311.8,90.0,-161.0,39.7,119.0,Não,FALSE,FALSE,Não,FALSE,não
26827,L51124,L,302.2,311.2,90.0,1498.0,39.2,207.0,Não,FALSE,FALSE,Não,FALSE,não
26828,M21893,M,300.6,-38.0,90.0,1469.0,31.4,144.0,não,FALSE,FALSE,Não,FALSE,não
26829,L53287,L,300.9,310.9,90.0,1611.0,33.3,129.0,Não,FALSE,FALSE,Não,FALSE,Não
26830,L51220,L,302.0,310.8,90.0,1486.0,46.0,11.0,não,FALSE,FALSE,Não,FALSE,Não
26831,L54271,L,300.6,310.2,90.0,1318.0,51.0,173.0,Não,FALSE,FALSE,N,FALSE,Não
26832,M18521,M,302.3,311.6,90.0,1639.0,36.6,23.0,Não,FALSE,FALSE,Não,FALSE,não
26833,L54735,L,300.3,311.3,90.0,1332.0,39.6,187.0,Não,FALSE,FALSE,Não,FALSE,Não
26834,L56250,L,297.0,308.1,90.0,1474.0,45.2,7.0,Não,FALSE,FALSE,não,FALSE,Não
26835,L51744,L,302.6,310.5,90.0,1596.0,29.9,23.0,Não,FALSE,FALSE,Não,FALSE,Não
26836,M21274,M,300.4,310.0,90.0,1412.0,41.8,187.0,não,FALSE,FALSE,Não,FALSE,não
26837,L52816,L,302.6,312.0,90.0,1447.0,32.7,48.0,Não,FALSE,FALSE,Não,FALSE,Não
26838,L50736,L,301.9,310.9,90.0,1648.0,32.6,64.0,Não,FALSE,FALSE,não,FALSE,Não
26839,L55797,L,297.5,308.4,90.0,1529.0,45.3,15.0,não,FALSE,FALSE,não,FALSE,Não
26840,L47256,L,298.8,309.9,90.0,1391.0,52.8,206.0,Não,FALSE,FALSE,não,FALSE,Não
26841,L47499,L,297.8,308.4,90.0,1612.0,37.7,17.0,Não,FALSE,FALSE,Não,FALSE,Não
26842,M16700,M,297.8,307.2,90.0,1405.0,47.6,2.0,não,FALSE,FALSE,não,FALSE,Não
26843,M21027,M,301.1,310.7,90.0,1341.0,50.2,98.0,não,FALSE,FALSE,Não,FALSE,Não
26844,H36395,H,301.1,311.0,90.0,1612.0,32.8,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
26845,L50370,L,300.1,309.2,90.0,1434.0,40.6,216.0,não,FALSE,FALSE,Não,FALSE,não
